	qna_urls	titles	questions	answers	dates
0	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=352587394&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=1&search_sort=0&spq=0	코로나잠복기 증상	엊그제 친구들과 막창먹으러 갔다와서 오늘 갑자기 재채기가 나고 열이 37.6도로 올랐어요..하루이틀만에 증상이 나올수도 있는건가요?엊그제 말고는 외출도 하지않았는데..재채기도 코로나증상인가요?	['요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요열은 자주 측정해보시고1339  전화안내 받으세요재채기는 코로나 증상에 안들어가요']	작성일2020.04.08
1	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70116&docId=352326262&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=2&search_sort=0&spq=0	코로나 이시기에 유방암검사	작년3월초에 유방암검사하고 저번달3월에 검사하러가야되는데 코로나때문에 겁이나서 미루고있었는데 코로나가 종료되면 가려고하니 언제없어질지 모르겠고 검사도 미루면 안좋은결과가 나올까봐 두렵기도합니다. 요즘에 암걸리면 대학병원에서 수술해 주시는지 궁금합니다.	['안녕하세요. 하이닥-네이버 지식iN 상담의 이이호 입니다.\u200b코로나와 관련 병원들은 방역대채을 확실하게 하고 있기때문에 검사 및 수술에 전혀 문제 없습니다\u200b걱정하지 마시고 검사 하시기 바랍니다\u200b']	작성일2020.04.06
2	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=353180842&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=3&search_sort=0&spq=0	코로나 증상 인가요??	안녕하세요 몇일전부터 두통과 침을 삼키면 따끔거려 인후통이라고 생각을 하고 있는데 하지만 생각이 많아져 혹시 코로나인가? 라는 생각을 하게됩니다. 열은 없고 35.5도이고요 기침도 코 간지러울때 빼고는 안 합니다. 아프다가 안아프다가 반복이고 그리고 집앞 5분거리인 치과 빼고는 외출은 안나가고 있습니다. 제가 지금 현재 격고 있는 증상이 코로나 증상 일까요..? 걱정이되어 질문을남깁니다!	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.\u200b증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            코로나와 거리 있어요.집에서 2-3일 지켜 보시고 37.5도 이상의 열 기침 근육통 피로 있으면1339나 보건소 연락해서상담 하세요.']	작성일2020.04.14
3	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080401&docId=352586133&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=4&search_sort=0&spq=0	코로나로인한 권고사직에관한 질문	안녕하세요?저는 차상위 한부모 가정의 가장이자 이제는 대학생이된 두 딸의 엄마입니다작년2월까지 만3년 어린이집 교사로 근무했고 건강이 안좋아 권고사직으로 약5개월 실업급여를 받았습니다실업급여 받는 기간동안 구직활동하여새로운 일에 도전할수있는 좋은 기회가 와서 인천공항 면세점에서 근무를 시작하게되었습니다~판매경력이 없던터라 최저임금을 받으면서 한달5~6번 밤샘 근무까지 열심히 했습니다10월 한달은 수습기간이라해서 최저임금의 80%만 받았구요~11~올해2020년 1월까지 정직원으로 4대보험납부하며 다녔는데 밤샘 근무가 많이 힘들었는지 대장증후군과 허리통증이 심해 야간이 없는 다른 브랜드로 이직을 하게되었습니다올 1월31일까지 전 회사에서 약 4개월(수습1+정직3)일했구요 이직한 회사는 수습이 3개월이라해서 이달말까지 수습이라 계약한 급여의 80%만 지급받고 있습니다그런데 아시다시피 지금 전 세계가 코로나로 경기가 침체되고 많이 어려운 가운데 공항 면세점은 바깥 세상보다 훨씬 더 피해가 심하고 거의 사람 구경을 할수 없을정도로 힘이듭니다이런찰라에 회사에서는 수습기간을 연장하자고 제안이왔는데 엎친데 덮쳐 이번주말부터 무급휴가를 들어가자고합니다이런경우 원래 급여의 80% 지급받았었는데 여기에서 무급휴가20%를 더 삭감하면 도저히 생활할수가 없습니다그렇게 더 삭감하는것만이 타당한것인지아님 제가 이달 3개월 수습기간이 끝나고 혹시 권고사직을 당하게된다면 어떻게 되는건지도 궁금합니다고용센터에 물어보니 4대보험이 꼭 가입되지 않더라도 고용보험을 수습기간동안치를 일괄 납부하면 지난 회사와 연결해서 실업급여를 받을수 있다고도 하던데...어떤방법이 있을까요?실업급여 받을수있는 방법이 있을까요?저희같은 사람은 법적인 어떤 보호도 받을 수 없나요?좋은방법을 제시해주시면 감사하겠습니다...!	"['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 최우정 입니다.\u200b10월 한달은 수습기간이라해서 최저임금의 80%만 받았구요~===>현 직장에 취업되기 전에 실업급여 수급을 지원받으셨으므로,           현 직장의 고용보험가입기간이 180일 이상이 되어야 하는데,          작년 10월부터 지금까지의 근무기간이 180일에서 부족하여,           현재 상황에서는 아무리 퇴직사유를 권고사직으로 회사에서 이직확인서 신고접수를 한다 해도          고용보험가입기간 부족으로 실업급여 신청을 할 수 없는 상황인 것으로 사료됩니다. \u200b\u200b\u200b고용센터에 물어보니 4대보험이 꼭 가입되지 않더라도 고용보험을 수습기간동안치를 일괄 납부하면 지난 회사와 연결해서 실업급여를 받을수 있다고도 하던데...===> 질문자님의 사례에서는, 지난 회사와 연결할 수가 없습니다.            질문내용에 보면,             ""작년2월까지 만3년 어린이집 교사로 근무했고 건강이 안좋아 권고사직으로 약5개월 실업급여""를            지급받으셨으므로, 이러한 경우, 고용보험가입기간은 이후의 새롭게 취업된 회사에서의             고용보험가입기간만으로 180일 이상인지 검토하기 때문입니다. \u200b             즉, 질문자님의 사례에서 실업급여를 원한다면,              달력상으로 7.5개월이상은 근무를하셔야 하므로,              작년 10/1일에 입사를 한 경우라면, 최소한 5월 중순까지 근무를 하셔야 합니다.              이후 비자발적 퇴직사유에 의한 실업급여 신청사유로서 지원받을 수 있습니다. \u200b              건강이 매우 중요한데,               재직기간 중에, 각종 업무스트레스로 인하여, 건강이 좋지 않으셔서               이 점이, 가장 염려되는 부분입니다.               하루 빨리 건강 회복하시고,               지금의 코로나 사태도 얼른 극복되기를 기대해 봅니다.  \u200b\u200b']"	작성일2020.04.08
4	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70115&docId=353063784&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=5&search_sort=0&spq=0	코로나인가요????	몸이 많이 허하고 안좋아서 그런지 2주좀 넘게 기침이 있고 일주일 전부턴 숨이 갑갑해서 병원 가보니까 폐소리는 괜찮은데 식도염인것같다는 식으로 말했는데 오늘 화장실 가보니 설사를 하네요엊그제 화장실갈때는 약간 무른? 그런거였는데 코로나일까요?어제 잠깐 나갔다왔는데 그날 밤에 근육통이 있더라구요기침 조금 하구 맛같은것도 나고 열은 안나는 것 같습니다두통 조금 있고요코로나일까요ㅠㅠㅠㅠ	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다.\u200b코로나바이러스-19에 감염되었을 경우 발열과 인후통, 호흡기 증상이 동반되는 경우가 많습니다.하지만 위와 같은 증상은 다른 바이러스나 세균 감염에 의해서도비슷하게 나타날수 있기 때문에 증상만으로 구별할수 없습니다.\u200b질문자님께서 최근 코로나바이러스-19 감염증 환자 또는감염이 의심되는 사람과 접촉한 적이 있으시거나,환자가 많이 발생하는 지역에 계시다면 가능성이 조금더 높습니다.\u200b진료 중이신 의료진에게 문의하시거나,염려가 되신다면 선별진료소를 방문하셔서 검사를 할지 상의하시길 권합니다.\u200b질문자님의 쾌유를 빕니다. 감사합니다.']	작성일2020.04.13
5	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=352373234&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=6&search_sort=0&spq=0	코로나 인가요?	제가 불안해서요.. 저희 동네에는 확진자가 없는데 제가 학원을 다니고 끝나면 집까지 걸어다녀서 더 겁나요...코로나 시작되고 나서 부터기침이 조금 나고 아침엔 괜찮은데.. 저녁 9시 정도 되면..몸이 으슬으슬해져요.. 그냥 괜한 걱정인가요? 저희 가족은 의심 증상 없어요... ㅠㅠㅜ	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다.\u200b코로나19 바이러스 감염과 관련된 질문과 궁금증이 많을 것입니다. 현재 증상만으로는 가능성이 떨어집니다. 경과 관찰이 필요합니다.\u200b코로나19 감염 여부와 상관없이 당분간 지속적으로 마스크와 손씻기를 해야합니다. 또한 건강한 사람의 경우 크게 문제되지 않으므로 수분 섭취, 영양섭취, 비타민이나 미네랄 보충 그리고 휴식과 수면을 통해 면역을 유지하도록 노력하시기 바랍니다.\u200b\u200b']	작성일2020.04.06
6	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=353304560&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=7&search_sort=0&spq=0	코로나 유급휴가 퇴사	코로나로 유급휴가를 받아서 70프로 임금을 받았는데 임금을 받고 퇴사시 다시 반납을 해야하나요 ?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b코로나로 인해 휴업, 휴가 등으로 쉬게 되는  경우 회사는 일하지 못한 기간동안 급여의 70%를 휴업수당으로 지급해야만 합니다.\u200b퇴사를 하더라도 기 지급된 휴업수당을 반환할 의무가 직원에게 전혀 없습니다.\u200b']	작성일2020.04.15
7	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70110&docId=352586822&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=8&search_sort=0&spq=0	쌍수 코로나	다다음주에 쌍수를 대구 시내에 있는 병원에서 하다가 코로나에 걸릴 확률이 있을까요?	[]	작성일2020.04.08
8	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60204&docId=352509416&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=9&search_sort=0&spq=0	코로나 이동경로 궁금	만약 오늘 코로나 확진을 받았으면며칠전까지 (?) 이동경로가 나오나요 ?발열시점부터인가요 ?어떤사람은 이틀 어떤사람은 삼일 어떤사람은 일주일 이렇게 나오던데 그 기준이 궁금해서요ㅠ어떤 사람이하는 말은 만약 오늘 코로나 증상이있었다 -> 3일뒤 확진을 받았다 하면 코로나 증상이있던 하루 전부터 이동경로를 알려준다는데코로나가 잠복기간이 최대 14일인데잠복기간에도 다른사람한테 옮길수있다던데왜 14일 전까지는 안알려주믄거죠 ,,?	[]	작성일2020.04.08
9	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60213&docId=352462003&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=10&search_sort=0&spq=0	코로나로 인한 채용 취소	4월1일에 회사에서 면접 합격 후 통화로 최종합격을 알려주시고 필요한 서류와 최종합격했다는 사실을 명시한 이메일을 보내주셨습니다. 4월 2일에 코로나로 인한 경영 악화로 입사를 취소해야겠다는 말을 전화로 주셨습니다. 이 경우 제가 회사에 대해서 어떤 것을 진행 할 수 있는 지 궁금합니다.   관련태그: 노동/인사, 손해배상 관련키워드: 코로나	['# 로톡 | 박현우 변호사 [변호사 프로필보기] # 사무실 문의 전화: 050-7725-0250  해고무효를 주장하거나 손해배상 청구 소송을 진행하시면 됩니다. 이미 코로나 사태가 몇달간 이어지고 있는 상황에서 이제와서 코로나를 이유로 채용취소를 한 점이 납득이 되지 않습니다. 변호사의 도움을 받으세요.  # 답변 변호사와의 상담을 원하신다면, 아래의 사무실 연락처로 전화문의 하시거나, [변호사 프로필보기]를 눌러보세요. - 박현우 변호사 사무실 문의전화: 050-7725-0250 - [변호사 프로필보기] < 클릭  - 변호사가 필요할 땐, 로톡 https://www.lawtalk.co.kr']	작성일2020.04.07
