	qna_urls	titles	questions	answers	dates
0	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60217&docId=349378980&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=1&search_sort=0&spq=0	입국 금지 관련 코로나19	안녕하세요 중국에서 유학중인 학생인데요요즘 코로나 때문에 한국인 입국금지하는 나라들이 많이 있잖아요나중에 중국도 한국인을 입국금지 시키게 될까요?그리고 입국 금지가 되면 보통 통지나오는 시점부턴가요 아니면 일본처럼 하루정도 갭을 주고 시행에 들어가나요?개학통지가 나와야 중국으로 출국하는데 입국금지 내려질까봐 걱정이네요....	['안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다.\u200b중국에서 유학중인 학생인데요 요즘 코로나 때문에 한국인 입국금지하는 나라들이 많이 있잖아요 나중에 중국도 한국인을 입국금지 시키게 될까요? 그리고 입국 금지가 되면 보통 통지나오는 시점부턴가요 아니면 일본처럼 하루정도 갭을 주고 시행에 들어가나요? 개학통지가 나와야 중국으로 출국하는데 입국금지 내려질까봐 걱정이네요....\u200bAnswer:\u200b일단 코로나 진행 상황을 지켜봐야 합니다만 한국은 조금씩 진정 국면으로 가고 있어서 아마도 격리가 될 수는 있어도 입국금지까지 갈 거 같지는 않습니다  입국금지를 적용시킬때에 급한 경우에는 즉시 시행할 수도 있고 일정기간 유예 기간을 줄수도 있습니다 일단 지켜보시고 크게 증가 추세만 되지 않는다면 아마도 별 문제 없을 겁니다']	작성일2020.03.09
1	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70119&docId=349796237&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=2&search_sort=0&spq=0	코로나증상	코로나 증상에서가슴통증 상관있나요	['크게 관련 없습니다. 물론 폐렴으로 기침을 하면서 통증이 유발될수있지만 다른 증상 하나도 없이 가슴통증 조금있다고 코로나라고 하기엔 무리가있습니다.\u200b         Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기접기/펴기```         https://www.youtube.com/channel/UCs-hwNc_lG5M57FREGUQbGg?view_as=subscriber              일차진료소 마취통증의학에서 다루는 질병들과 마취 지식을 알려드리는 채널입니다. 시간이 날 때 틈틈히 혼자 제작하는 거라서 업로드가 다소 느릴 수 있어 양해바랍니다. 감사합니다 www.youtube.com            \u200b']	작성일2020.03.13
2	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=349386821&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=3&search_sort=0&spq=0	코로나19 유급휴가	안녕하세요 지인 코로나19 확진자로인해 2월 20일부터 3월 5일까지 자가격리를 하게 되었습니다. 대형마트에서 근무를 하는데몇가지물품과 자가격리확인서를 받았고 제출시 유급휴가로 인정이 된다는 법이 있다고 들어서 내일 회사에 제출하려고합니다. 사무실에 물어봤더니 정확한 법령이없어서 그걸 제출하더라도 연차로 다 깎는단 식으로 말을 하기에 어이가없어서 지식인에 질문하게 되었습니다. 내일 제출하면서 또 저런 어처구니없는 소리를하면 뭐라고대답을해야할까요 ? 뻔뻔해서 말문이 막히네욬ㅋㅋ유급휴가는 연차를 깎지않는다는 글을 본적이 있습니다 .관련 법이나 대응할수있는 방법이 틀림없이 있을것으로 보이네요 지식인들의 답변 기다리겠습니다	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 백승재 입니다.\u200b네. 아래 코로나 무급휴가, 휴업수당 동영상을 참고해주세요.회사에 휴업수당 지급의무는 없습니다.\u200b다만, 회사에서 격리된 자에게 유급휴가를 주면,정부로부터 유급휴가비를 받을 수 있습니다.유급휴가비를 신청하라고 회사에 알려주세요.연차휴가를 사용하지 않아도 됩니다.^^\u200bhttps://youtu.be/go9eQy8AQrw                 \u200b']	작성일2020.03.09
3	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=350027334&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=4&search_sort=0&spq=0	목아픈데 코로나아니죠?급해요!!!	집밖에 안나간지 1달째인데 목이조금 아파서요 침삼길때 목이따가운건 전혀없고 머리에 열도전혀없구요 목아픈지 오늘로는 2일째구 손도잘씻고 생활잘하고있고요 제가 불면증이있어서 잠도 제대로못자고 피로가 지금싸여서 코로나증상은 아니죠?코로나는 심한 발열과 호흡곤란이 일어나야하는거니까 단순 목감기인가요? 목이아파서 지금 차가운물 먹지않고있고 국화차 마시고있고 따뜻한물 많이마시고있구요 답변부탁드립니다	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다.\u200b코로나19 바이러스 감염과 관련된 질문과 궁금증이 많을 것입니다. 현재 증상만으로는 가능성이 떨어집니다. 경과 관찰이 필요합니다.\u200b단순 감기.가능성이 높습니다.\u200b코로나19 감염 여부와 상관없이 당분간 지속적으로 마스크와 손씻기를 해야합니다. 또한 건강한 사람의 경우 크게 문제되지 않으므로 수분 섭취, 영양섭취, 비타민이나 미네랄 보충 그리고 휴식과 수면을 통해 면역을 유지하도록 노력하시기 바랍니다.\u200b\u200b']	작성일2020.03.15
4	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6100403&docId=349794718&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=5&search_sort=0&spq=0	코로나 산재에 관하여	코로나때문에 회사에서 자택근무지시가내려왔는데, 과장또는 그팀의팀장이 자기 팀의 직원은 출근하라고 지시했거나, 눈치줘서 출근하게 만들었을때 만약 코로나가 걸리게 되면 ,산재처리가 되나요?, 그리고 회사지침을 무시하고 나오라고 지시한 과장,팀장은 법적으로 처벌이가능한건가요??또한가지 예로 출퇴근시 교통사고에대한 산재, 과장팀장의 법적처벌도 같이 알려주세요 . 여기서 중요포인트는 회사에서 자택근무 지시가 사장으로부터 전체공지가되었습니다	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b회사지침과 상반되게 출근케 하는 경우 일단 사규 위반을 책임을 물을 수 있는 사안입니다.\u200b코로나로 인한 산재는 담당 업무 수행중에 걸린 점이 명백하다면 산재로 처리될 수 있습니다.\u200b예를 들어 간호사가 확진자 환자를 치료하다가 옮은 경우 등이고 담당 업무수행중에 발병할 수 밖에 없었다는 객관적인 증거를 제시해야만 인정받을 수 있습니다.\u200b출퇴근시 교통사고에 대해서는 출근을 지시한 회사간부에게 법적 책임을 물을 수 없는 사안입니다.']	작성일2020.03.13
5	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60202&docId=349833208&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=6&search_sort=0&spq=0	상가 양도/양수 위약금 질문입니다(코로나)	양도/양수 위약금 질문입니다.운영하던 가게를 권리금 포함해서 양도/양수 계약을 했고, 이번달 말에 잔금 치루기로 했습니다.근데 오늘 부동산 중개업자가 와서는 이상한 말을 하더라구요.요새 코로나 때문에 사람이 없던데, 만약에 매수인측에서 양도받은후에 장사가 안되면 혹시 소송할수도 있을 것 같다고.확실히 요새 코로나때문에 매출이 반으로 줄긴 했거든요.1. 장사가 안된다는 이유로, 중도금 지급기일에 제대로 중도금을 주지 않거나 계약을 파기하려 할때 계약금(위약금)을 다시 돌려줘야 되나요?2. 위의 이유로, 매수인측이 소송할 수가 있나요? 코로나 이전에 장사가 잘됐고, 그걸 근거로 할 자료는 많습니다. 다만 코로나 이후에 장사가 안된다고 그걸 이유로 소송이 가능한지.. 그게 우리 책임인지 이해가 안가네요.	['안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이종걸 입니다.\u200b1. 계약서를 보고 말씀드리는 것이 아니라 정확하지 않을 수 있지만,일반적인 영업양수도계약서를 사용하셨다면 계약금 몰취에 관한 규정이 있을 것입니다.따라서 매수인이 계약금 해제를 하기 위해서는 중도금 지급 전에 계약금을 포기하고 해제하는 것만이 가능합니다.\u200b2. 영업양수도가 끝난 다음 권리금 산정이 부당하게 과다하게 부풀려졌다고 소송을 하는 것은이론상 가능하지만 손해배상 청구권이 실제로 인정되기는 거의 불가능합니다.설사 위와 같은 내용으로 손해배상 청구소송을 하더라도 코로나 이전에 장사가 잘 되었다는 증빙자료가 있다면 충분히 승소가 가능할 것으로 예상됩니다.']	작성일2020.03.13
6	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=350121939&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=7&search_sort=0&spq=0	어떤 증상이여야 코로나예요??	열은 잘 모르겠는데 딱봐도 몸살느낌,,,인데목까지 아프니까 괜히 코로나인가 무서워요오늘 아프고 자고 일어났는데 멀쩡하면 그건 코로나가 아니라 그냥 몸살인거죠?자고 일어나서 멀쩡한데도 코로나 의심해야하나요??	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.안타깝게도 증상만으로는 코로나를 구별할 수 없어요 증상이 별로없으면  의심하실필요없어요']	작성일2020.03.16
7	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080401&docId=349742747&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=8&search_sort=0&spq=0	코로나19로 인한 휴업에 따른 급여지급문제	코로나19로 인해 공항 면세점이 잠정적 휴업에 들어갔습니다.(우선 3.12.~3. 31.)저희 업체는 직영이 아닌 도급업체이며 코로나 19로매출감소로면세점측에서 휴업결정함에 따라 휴업에 들어갔습니다.이런경우 급여 70프로 고용유지지원금을 받을수 있다고 들었는데 저희 회사측에서는 해줄수 없다고 연차 활용이나 무급을 권합니다.코로나19로 인해 한일양국 비자문제가 있기 때문에 휴업이 길어질 수도 있고 연차는 필요시에 쓰고 싶습니다.어떻게하면 고용유지지원금을 받을 수 있을까요?	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 이종호 입니다.\u200b① 사용자의 귀책사유로 휴업하는 경우에 사용자는 휴업기간 동안 그 근로자에게 평균임금의 100분의 70 이상의 수당을 지급하여야 합니다.\u200b- 단지 신종코로나 의심환자 발생 등의 이유로 휴업한 경우에는 휴업수당을 지급하지 않아도 됩니다. 이는 감염증 확산을 막기 위해 휴업을 결정한 것으로 휴업에 대한 사업주의 귀책사유가 인정되지 않습니다.  그러나 매출 감소와 같은 간접적인 영향으로 휴업하는 경우에는 근로자에게 휴업수당을 줘야 합니다.  고객·매출·예약의 감소 혹은 유사 사고에 대한 대비가 사업주의 귀책사유로 인정되기 때문입니다.  - 예외적으로 사업주와 직원이 별도로 무급 휴가에 관한 내용에 합의했다면 휴업수당을 지급 하지 않을 수 있습니다.']	작성일2020.03.12
8	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=349896450&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=9&search_sort=0&spq=0	코로나증상	침 삼키면 목이 아프고 팔이 좀 뻐근한데 코로나 의심해봐야할까요? 열은 안나요	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.\u200b증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - COVID-19 (시사상식사전, pmg 지식엔진연구소)            집에서 2-3일 경과 보시고37.5도 이상의 열 기침 근육통 있으면1339나 보건소 연락해서 상담 받아보세요.\u200b']	작성일2020.03.14
9	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080402&docId=349710638&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=10&search_sort=0&spq=0	코로나 때문에 퇴직 하면 실업급여(고용보험) 받을수 있나요?	코로나 때문에 병원입원 자가격리 한달 넘게 일 못가게 되었는데혹사에서 퇴직 하라고 할 경우 고용보험 받을수 있나요자가격리라서 나가지 못 하는 상황입니다	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 최창국 입니다.\u200b1. 코로나 바이러스 감염 등으로 회사에 영향을 줄 수 있어 회사에서 권고사직을 요청하고 이에 동의하여 권고사직으로 퇴사한다면 실업급여 대상이 됩니다.\u200b2. 코로나 감염자 또는 격지라라는 이유만으로 회사측에서 일방적으로 해고하면 부당해고에 해당할 가능성이 높으므로 이럴 경우 부당해고를 다투면 됩니다.']	작성일2020.03.12
