,answers,average_noun_counts,average_verb_counts
0,16만원정도 된다고 합니다,1.0,2.0
1,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다. 이런 문제는 해당 보건소에 먼저 전화를 걸면 자세하게 설명을 받을 수가 있습니다.,4.333333333333333,1.6666666666666667
2,안녕하세요. 하이닥-네이버 지식iN 상담의 박수환 입니다. 오라퀵은 구강내 상피세포를 이용해서  항체를 형성 여부를 확인하는 검사입니다. 의심되는 상황이 지나서 6주 이후에는 신뢰성이 매우 높은 검사입니다. 흡연이나 음주  항생제 복용이나 건강식품 복용 등은 결과에 큰 영향이 없습니다. 여러번 검사를 해서 음성 판정을 받으셨으니 더 이상은 검사를 안 받으셔도 됩니다. 위음성이나 위양성으로 나오는 경우도 있을 수 있지만 한번 검사에서 그런 것이고  여러차례 재검을 했다면 그런 가능성은 정말 낮아지기 때문에  더이상 걱정은 안하셔도 됩니다. 정 걱정되신다면 병원에서 혈액으로 하는 즉석검사 등을 받아보시는 것도 도움이 될 듯 합니다. 감사합니다.,6.333333333333333,2.888888888888889
3,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요,5.5,2.5
4,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다코로나 19는 아마도 아니겠지만   증상만으로는감별이 안되어서걱정되거나 의심되면  1339 전화하셔서 선별검사나진료가 필요한지 안내 받아보세요,9.5,2.0
5,안녕하세요. 네이버 지식iN 상담 약사 강병구 입니다. 해당 증상만으로 코로나바이러스 감염여부를 알 수는 없습니다.가까운 보건소에 문의하시기 바랍니다.,5.0,1.6666666666666667
6,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 코로나19 감염증에 대해 궁금하신듯 합니다. 의심이 되거나 확진이 된 경우 입원 및 격리조치가 이뤄집니다.확진된 사람과 접촉한 경우에는 자가격리를 하고 있습니다. 계신 지역의 상황에 따라 상황이 다를수 있으니,정확한 내용은 방문하신 병원 또는 지역 보건소에 문의하시길 권합니다. 도움이 되었길 바랍니다. 감사합니다.",4.375,1.75
7,나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다많이 걱정되시죠?,7.0,1.5
8,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요장염이 아닌가 싶습니다,4.0,1.6666666666666667
9,걱정하지 않으셔도 될 증상으로 생각합니다  코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,9.666666666666666,2.0
10,아닐가능성이 높습니다 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,7.0,2.0
11,코로나 19 감염이 지억사회감염으로번지면서 불안감이 고조되고있습니다아마도 아니겠지만   걱정되거나 의심되면  1339 전화하셔서 선별검사나진료가 필요한지 아내 받아보세요,7.0,1.5
12,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다열은 좀더 측정해보셔야 할것 같아요증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,4.2,1.8
13,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.중국관련 이슈가 없다면  안심하세요꼭 필요한 외출만 하시는게 좋구요개인위생철저히 하셔야 합니다,3.4,1.4
14,며칠이나 되신건가요?증상만으로 알수 없지만 열이 지속되거나 더오르면 검사를 받아보시는것이 좋을것 같아요,2.5,4.5
16,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 19 가능성 있어요.하루 이틀 집에서 경과 지켜 보시고 증상 악화 되면 1339나 120이나 보건소 연락 해서상담 받으세요.  ,5.0,2.0
18,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발열 또는 호흡기 증상(기침, 인후통)  무증상인경우도 있습니다 증상만으로는 감기나독감과 구별이 안됩니다",5.25,1.0
19,"증상만으로  코로나를 알수 없지만코로나는 아닌듯 합니다코로나 검사를 하는 대상은 다음과같아요3월2일부터 covid-19 검사를 시행하는 기준이 바뀌었습니다.  코로나바이러스감염증 전파국가를 방문하지 않았거나 국내 집단발생과 연관성이 없는데  단순히 열만 나는분들은 covid-19검사를 하지 않습니다. 흉부 x-ray나 흉부 CT상 폐렴있어야 검사가 됩니다. 당분간 covid-19 확진자 숫자는 실제 환자보다 줄어들수도 있습니다. 개정전   1. 코로나바이러스감염증-19 발생 국가・지역* 방문 후 14일     이내 발열 또는 호흡기증상(기침, 인후통 등) 이 나타난 자* 질본 홈페이지에 공지하며 수시 변동 가능함2. 의사의 소견에 따라 코로나바이러스감염증-19 가 의심되는    자  개정후 1. 의사의 소견에 따라 원인미상폐렴 등 코로나19가 의심되는 자2 중국(홍콩, 마카오 포함)등 코로나바이러스감염증-19 지역 전    파 국가*를 방문한 후 14일 이내에 발열 또는 호흡기증상(기    침, 호흡곤란등)이 나타난 자    * WHO 홈페이지 local transmission 참조3.코로나바이러스감염증-19 국내 집단발생과 역학적 연관성이    있으며, 14일 이내에 발열 또는 호흡기증상(기침, 호흡곤란     등)이 나타난 자  입니다",16.0,3.142857142857143
20,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            집에서 2-3일 지켜 보시고37.5도 이상의 열 기침 근육통 피로있으면1339나 보건소 연락해서 상담 해 보세요. ",22.142857142857142,4.428571428571429
21,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요열은 잘 측정해보세요,4.333333333333333,1.6666666666666667
