,answer,total_sents_num,ambiguous_sents_num,answer_ambiguity,key_sent_ambiguity
0,16만원정도 된다고 합니다,1,1,1.0,0
1,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다. 이런 문제는 해당 보건소에 먼저 전화를 걸면 자세하게 설명을 받을 수가 있습니다.,3,0,0.0,0
2,안녕하세요. 하이닥-네이버 지식iN 상담의 박수환 입니다. 오라퀵은 구강내 상피세포를 이용해서  항체를 형성 여부를 확인하는 검사입니다. 의심되는 상황이 지나서 6주 이후에는 신뢰성이 매우 높은 검사입니다. 흡연이나 음주  항생제 복용이나 건강식품 복용 등은 결과에 큰 영향이 없습니다. 여러번 검사를 해서 음성 판정을 받으셨으니 더 이상은 검사를 안 받으셔도 됩니다. 위음성이나 위양성으로 나오는 경우도 있을 수 있지만 한번 검사에서 그런 것이고  여러차례 재검을 했다면 그런 가능성은 정말 낮아지기 때문에  더이상 걱정은 안하셔도 됩니다. 정 걱정되신다면 병원에서 혈액으로 하는 즉석검사 등을 받아보시는 것도 도움이 될 듯 합니다. 감사합니다.,9,1,0.111,0
3,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요장염이 아닌가 싶습니다,3,1,0.333,0
4,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 코로나19 감염증에 대해 궁금하신듯 합니다. 의심이 되거나 확진이 된 경우 입원 및 격리조치가 이뤄집니다.확진된 사람과 접촉한 경우에는 자가격리를 하고 있습니다. 계신 지역의 상황에 따라 상황이 다를수 있으니,정확한 내용은 방문하신 병원 또는 지역 보건소에 문의하시길 권합니다. 도움이 되었길 바랍니다. 감사합니다.",8,1,0.125,0
5,아닐가능성이 높습니다 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,4,0,0.0,0
6,나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다많이 걱정되시죠?,4,0,0.0,0
7,걱정하지 않으셔도 될 증상으로 생각합니다  코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,3,1,0.333,0
8,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요,2,1,0.5,0
9,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다코로나 19는 아마도 아니겠지만   증상만으로는감별이 안되어서걱정되거나 의심되면  1339 전화하셔서 선별검사나진료가 필요한지 안내 받아보세요,2,0,0.0,0
10,안녕하세요. 네이버 지식iN 상담 약사 강병구 입니다. 해당 증상만으로 코로나바이러스 감염여부를 알 수는 없습니다.가까운 보건소에 문의하시기 바랍니다.,3,0,0.0,0
11,코로나 19 감염이 지억사회감염으로번지면서 불안감이 고조되고있습니다아마도 아니겠지만   걱정되거나 의심되면  1339 전화하셔서 선별검사나진료가 필요한지 아내 받아보세요,2,0,0.0,0
12,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.중국관련 이슈가 없다면  안심하세요꼭 필요한 외출만 하시는게 좋구요개인위생철저히 하셔야 합니다,5,0,0.0,0
13,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다열은 좀더 측정해보셔야 할것 같아요증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,5,2,0.4,1
14,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 19 가능성 있어요.하루 이틀 집에서 경과 지켜 보시고 증상 악화 되면 1339나 120이나 보건소 연락 해서상담 받으세요.  ,4,0,0.0,0
