,answer,total_sents_num,ambiguous_sents_num,answer_ambiguity,key_sent_ambiguity
0,"안녕하세요, 닥톡-네이버 지식iN 상담한의사 김지나입니다. 답변이 늦어져 죄송합니다. 많은 고민이 있으셨을텐데 문의글 남겨주셔서 감사합니다. 피부를 비롯한 신체 증상에 관해 상세하게 남겨주셔서 파악하는데 도움이 되었습니다. 현재 질문자님은 피부를 비롯한 신체 기능이 외부 자극에 민감하게 반응하는 것에 가장 불편감을 느끼시는 것으로 보여집니다. 신체 기관의 가장 바깥층으로 외부 자극을 완충하고, 체온을 조절하는 보호막 역할인 피부가 자극에 민감하게 반응하며,소화 및 대변 기능도 일정 정도 저하되어 있어 영양분 공급이나 노폐물 배출이 원활하게 이루어지지 않을 것으로 추정됩니다. 한의학에서는 반복적으로 외부로부터 자극을 받게 되면 체내 균형이 깨지는 것으로 보고 있습니다. 자극이란 기온, 습도, 생활 환경 등의 외부 요인, 과로, 스트레스 등의 내부 요인 등으로 다양하며 복합적입니다. 면역체계가 감당할 정도의 변화라면 일시적인 징후에 그치지만, 오래 지속될 경우 면역체계의 불균형에 의한 오장육부의 이상을 초래해 병이 유발될 수 있습니다. 때문에 질환을 예방하고 개선하기 위해서는 전반적인 면역력을 높여 신체 균형을 정상화 해야 합니다. 질문자님의 경우 꽤 오랜 기간동안 규칙적으로 식사를 하지 못하며 과도한 스트레스에 노출되었습니다. 이와 같은 외부 자극 요인이 면역체계의 불균형을 유발했을 것으로 보입니다. 면역체계가 정상적으로 작용하지 못하고, 이러한 자극요인들이 체내 염증 반응을 활성화시키면 기존의 염증 부위가 만성화되어 잘 회복되지 않을 뿐 아니라 체내 기능이 떨어지고, 다양한 질병 발생 위험이 증가하게 됩니다. ...※ 한의사 전문가의 예상 치료비, 할인 가능 여부, 편집된 답변 내용 등 추가 정보가 궁금하시면 아래 출처를 통해 확인할 수 있습니다.",13,2,0.154,0
2,안녕하세요. 하이닥-네이버 지식iN 상담의 최민호 입니다. 일단 이러한 혈정액증의 경우 전신 피로도등에 의해서 일시적으로 생길 수도 있으며 전립선 혹은 고환의 염증성 질환 그리고 말씀하신 외부 이물에 의한 자극등으로도 가능합니다. 다만 현 시점으로 봤을 때 평소보다 자극시간이 길고 이에 대한 부담으로 생긴 일시적 혈정액증으로 사료되니 배뇨 불편감이 없으시다면 일주일 정도 금욕 후 다시 시도해 보셔서 혈정액증이 나오신다면 비뇨의학과에서 전립선 및 고환관련 검사를 받으시는 것이 개인적인 생각에는 더 좋을 것 같습니다. 많은 도움 되셨길 바랍니다. ,5,2,0.4,1
3,"안녕하세요, 닥톡-네이버 지식iN 상담의사 김하정입니다. 우선 자궁내막용종으로 의심되는 부분은 보통 크기입니다. 그리 큰 편은 아닙니다. 그리고 자궁내시경시술은 급히 해야하는 것은 아닙니다. 일차조직검사상 양성으로 진단되셨기 때문에 추후 경과보면서 결정하셔도 됩니다. 미레나 시술은 자궁내시경할 때 같이 시술할 수 있습니다. 자궁내시경시 마취는 위,대장내시경 마취와 같이 수면마취이며 전신마취가 아닙니다. 불안하시면 2월 생리직후 초음파검사를 다시 받아보시는 것도 좋을듯 합니다. 감사합니다.※ 의사 전문가의 예상 치료비, 할인 가능 여부, 편집된 답변 내용 등 추가 정보가 궁금하시면 아래 출처를 통해 확인할 수 있습니다.",11,3,0.273,0
4,안녕하세요. 하이닥-네이버 지식iN 상담의 정석현 입니다.증상이 많이 불편하고 걱정되면 수면 위내시경을 받아보는게 좋겠습니다.감사합니다.,4,0,0.0,0
5,"안녕하세요. 하이닥-네이버 지식iN 상담의 최동석입니다. 부정출혈로 인해 걱정이 많으시군요.답변해드리겠습니다. 부정출혈은 생리 기간이 아님에도 불구하고 발생하게 되는 출혈을 말합니다. 부정출혈은 갈색 또는 선분 홍의 색깔을 띠며 출혈량과 출혈 기간은 개인마다 차이를 가지고 있습니다. 해당 증상의 경우 여러 가지 요인으로 인해 발생할 수 있습니다. 스트레스, 잘못된 식습관, 불규칙한 생활 패턴 등의 일상생활과 관련된 문제로 인해 증상이 나타날 수 있는데 이는 일상생활의 개선을 통해 증상을 완화시킬 수 있습니다. 작성자님의 경우 최근 큰 충격을 받았던 일이 있었던 것과 현재 유행하고 있는 바이러스로 인하여 극심한 스트레스로 인해 호르몬에 불균형이 생겨 부정출혈이 나타날 수도 있습니다. 충분한 휴식과 안정, 가벼운 스트레칭 등을 통해 호르몬 분비가 정상적으로 돌아오는 것을 도와줄 수 있습니다.  다만 이러한 일상생활과 관련되어 나타나는 증상은 단발성인 경우이지만 지속적으로 출혈이 나타나고 있다면 여성 질환도 의심해 볼 수 있습니다. 부정출혈은 대표적인 여성 질환의 증상 중 하나로 자궁근종, 자궁선근증, 난소 낭종, 자궁내막증 등의 질환을 의심해 볼 수 있습니다. 이는 작성자님이 겪고 있는 증상과 더불어 과다 생리, 빈혈, 생리통, 골반통, 하복부 불편함 등의 증상이 함께 나타날 수 있습니다. 여성 질환의 경우 동시다발적으로 질환이 발생할 수 있기 때문에 자궁, 난소 전문 산부인과에 방문하셔서 정밀 검사를 받아보시는 것을 권유 드립니다. 부정출혈의 경우, 색보다는 출혈 기간과 양이 중요한 요인이 됩니다. 겪고 계신 증상을 잘 관찰하시고 증상이 지속되는 경우 자궁난소 전문 산부인과에 방문하셔서 정확한 원인 파악을 하는 것이 좋으며 원인 파악 후 작성자님에게 적합한 치료법을 통해 증상을 완화하시는 것을 권유합니다. 짧은 답변이었지만 많은 도움이 되었기를 바랍니다. 감사합니다.         Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기부정출혈의 원인이 자궁 질환 때문일 가능성          ",25,8,0.32,1
6,"자율신경계 이상을 의심할수 있는 증상은 아래와 같습니다두통,안구건조증,비염,위산역류,소화불량,천식/만성기침,만성피로감,만성통증(어깨죽지,목덜미,허리 등등),과민성 대장(복통,설사,변비증세 반복) 과민성 방광(빈뇨,야간뇨,절박뇨),생리통/생리불순,피부 트러블(아토피,피부묘기증) 과민성 대장증후군 외에  상기증세가  여러개 동반되어 있다면  자율신경계 이상을 의심해봐야겠죠?제일 큰 원인은   불면증(얕은잠/수면유지장애),과도한 스트레스,잘못된 자세(거북목) 등입니다치료는  불면증이  심하면   숙면을 취하는 법을 훈련하고   필요시  정신건강의학과를 방문해서  적절한 약을처방받는 것입니다 ",4,0,0.0,0
7,"안녕하세요, 닥톡-네이버 지식iN 상담한의사 박영화입니다. 장상피화생과 위축성 위염을 진단받으셨군요. 나이와 상관없이, 소화불량이 지속되면서 생활습관이 좋지 않으면 상기 진단을 받을 수가 있습니다. 만성 위축성 위염이란, 위벽 점막이 얇아져 주름이 소실된 상태의 위염입니다. 위장에 음식이 오랫동안 머물고 배출이 지연되면서 복부에 가스, 노폐물등의 압력이 차면, 위벽이 점점 얇아지고 위축될 수 있습니다. 이로 인해 소화효소와 위액 등의 분비능력도 떨어져 소화불량이 점점 악화됩니다. 장상피화생은 위축성 위염에 동반되는 경우가 많으며, 위의 점막이 장의 점막처럼 변화한 상태를 말합니다. 헬리코박터 파일로리균에 감염될 경우 악화되기가 쉬운데, 이는 세균에 의한 위장점막의 손상과 재생이 반복적으로 이뤄지면서 위의 세포가 점점 변화하기 때문입니다. 장상피화생은 정도에 따라 다르지만, 쉽게 완치되지는 않으며 증상에 따른 대증치료를 하게 됩니다. 헬리코박터 제균치료를 했을 경우, 장상피화생의 악화를 막아줄 수 있어 항생제로 치료를 하기도 합니다. 그러나 장상피화생은 기본적으로 음식관리를 하지 않으면 악화될 수 있기 때문에, 평소 맵고 짠 등의 자극적인 음식을 피하고 약이나 보조식품도 주의해서 복용해야합니다. 소화가 잘되는 음식 위주로 식단관리를 하시고, 증상이 지속된다면 가까운 의료기관에 문의하셔서 치료를 받으시길 바랍니다. 한의원에서 한약치료 및 침치료를 통해 호전되는 경우도 많으므로 참고하시면 좋겠습니다.※ 한의사 전문가의 예상 치료비, 할인 가능 여부, 편집된 답변 내용 등 추가 정보가 궁금하시면 아래 출처를 통해 확인할 수 있습니다.",14,2,0.143,0
8,"안녕하세요. 하이닥-네이버 지식iN 상담의 권용일 입니다. ● 질문에 대한 답변은 아래와 같습니다.   정상 자궁내막의 두께는 폐경 전에는 16mm, 폐경 이후에는 8mm 이하 정도가 일반적으로 자궁내막의 두께가 너무 두꺼워도 너무 얇아도 문제가 될 수 있는데, 자궁두께의 여부 때문만이 자궁내막암이 발병하는 것은 아닙니다. 자궁내막암은 주로 50대 이후 부터 발병률이 높은 질병으로 자궁 체부 중 내벽을 덮고있는 조직인 자궁내막에 발생하는 암을 말하는데, 자궁체부암의 대부분을 차지하고 증상으로는 자궁출혈과 생리과다 및 하복통이나 압통 빈뇨 등여러 증상이 나타날 수 있습니다.  부정출혈이 발생하는 원인으로는 다양하며, 아래 내용을 참고하시기 바랍니다.  생리기간 외에 발생하는 부정출혈은 수많은 여성질환의 공통된 증상으로 부정출혈이 있다고 해서 어떠한 특정 질환을 유추하기는 힘듭니다. 소량의 부정출혈은 어떠한 특정 질환이 없는 경우에도 발생할 수 있습니다. 따라서 지나치게 걱정하시기 보다는, 증상을 잘 모니터링 하시다가, 만약 부정출혈의 양이 많아 지거나, 기간이 오래 지속되면 다시 한번 진료를 받아보실 필요가 있습니다. 또한 부정출혈은 수많은 원인질환의 공통된 증상이므로 결국 산부인과 검사를 통해 원인을 찾아 볼 수 밖에 없습니다 산부인과에서도 원인을 못찾는 경우도 많고 이런 경우는 특별한 원인 없는 호르몬 불균형으로 진단하게 되는 경우도있기 때문에, 가까운 산부인과에서 초음파를 잘 볼 수있는 의료진에게 먼저 상담을 받아보시는 것이 좋겠습니다.  오랜 기간 지속 및 반복된 증상이 아니라 지금 증상이 처음이시라면 너무 큰 염려는 하지 않으셔도 되며, 아래의 부정출혈 관련 다양한 정보 등을 참조하신 후 가까운 시일 내에 병원에 내원하셔서 진료를 보시면 되겠습니다.  ◉ 부정출혈은 월경 이상을 포함하여 월경 기간이 아님에도 출혈이 일어나는 상태를 말합니다.  생리가 끝나고 얼마 안 돼서 다시 시작한 출혈, 혹은 생리 기간이 아닐 때 발생한 출혈을 모두 부정출혈이라고 하며, 생리 외의 질이나 자궁출혈은 신체에 이상이 발생했다는 신호이기도 하므로, 이런 ‘생리 외 출혈’에는 주의해야 합니다. 하지만 대부분은 질을 통해 출혈이 이루어지다 보니 다 똑같은 생리라고 여기고 대수롭지 않게 넘어가는 경우도 많습니다. 한 번 정도 발생하고 마는 부정출혈은 호르몬 변화나 피로 등으로 인해 발생할 수 있지만,지속적으로 문제가 반복된다면 검진을 받아 볼 필요가 있습니다.  ◉ 생리부정출혈이 일어나는 가장 첫 번째 원인은 바로 「자궁근종」입니다. 여성에게 발생하는 가장 흔한 양성종양으로, 근종의 위치나 크기에 따라서 생리에 변화가 발생할 수 있으며. 근종의 크기가 크면 생리 양이 늘어나거나 심한 생리통이 유발될 수 있습니다.  근종이 지나치게 커지면 난임, 불임의 원인이 되기도 하는 만큼 주의해야하며, 또한 자궁에 질환이 있으면, 표현하기 어려울 정도의 냄새가 풍기기도 하는 만큼, 분비물이 많아지면서 이상한 냄새가 지속적으로 난다면 비단 자궁근종이 아니더라도 질환을 의심할 수 있습니다. 그렇다면 월경 기간이 아닌 때에 나타나는 출혈중에 부정출혈을 일으키는 요인은 어떤 것들이 있을까요?① 임신② 에스트로겐 반응도에 영향을 줄 수 있는 약물③ 자궁내막증④ 자궁근종 ⑤ 자궁경부의 염증⑥ 자궁경부암 (드문 경우) ◉ 생리부정출혈을 유발하는 두 번째 원인은 자궁선근증입니다. 자궁내막이 정상적인 위치가 아닌 비정상적인 위치에 존재하면서 크기가 자라나서 자궁이 전체적으로 커지는 질환입니다.  40~50대 여성에게서 많이 발생하며, 자궁이 임신 12주 정도의 크기로 커져있는 특징을 보이는 자궁선근증은 단단하게 뭉치면서 결절 형태를 보이거나, 일반 조직과 섞여서 따로 구별하기 어려울 수가 있습니다. 자궁근종이든 자궁선근증이든 그대로 둘수록 치료가 더 어려워지는 만큼, 조기발견과 치료가 중요합니다.정상적인 생리 주기는 26~35일 사이이며, 생리 기간은 평균 5~7일로, 이 범위를 벗어난 생리 주기나 부정출혈은 검진을 통해 원인을 감별해야 합니다. 본원에서는 자궁 초음파나 MRI, 혈액검사 등으로 원인을 진단하고 있으며, 자궁 내부의 질환이 정확히 어디에 위치해 있는지 파악하고 나서 치료를 시행하고 있으며, 치료는 주로 복강경이나 하이푸를 통해 이루어지고 있는 편입니다. 복강경은 보통 쓰리포드 방식을 이용하는데, 3~4개의 절개창을 내어 그 틈으로 복강경을 집어넣어 질환을 제거하는 방식입니다. 하지만 본원에서는 원포드 방식을 이용해서 배꼽에 단 하나의 부위만 절개를 하고 수술을 진행하는데 절개 범위도 작기 때문에 일반 복강경에 비해서 흉터, 출혈, 감염 위험이 적은 편입니다. 감사합니다. ",29,4,0.138,0
9,"안녕하세요. 하이닥-네이버 지식iN 상담의 이형근 입니다. 생리가 지연되는 원인은 신체적, 환경적 요인 등 여러 가지가 있어, 어느 하나로 정형화하여 말할 수는 없습니다.성관계로 인한 신체적 스트레스, 다이어트로 인한 신체적 변화로 인해 생리 지연에 영향을 끼쳤을 가능성이 짐작됩니다.일반적으로 관계를 하게 된 지 2, 3일 후에 수정이 되며, 그로부터 약 10일 후에 착상이 되게 됩니다.그때부터 임신이라고 주수를 세어보게 되는데, 그래서 임신 테스트는 관계 후 2주가 지난 뒤에 확인을 하게 되는 것입니다.혹여나 임신 테스트로 알기가 애매할 경우 병원에 내원하셔서 혈액검사를 하시는 것이 가장 좋습니다.성관계 8일 후 검사가 가능하며, 검진 결과는 하루가 소요됩니다.혈액검사 수치는 일반적으로 5 이상이 된다면 임신이라고 진단합니다.자세한 사항은 산부인과에 내원하셔서 전문의에게 검진과 상담 및 진단을 받아보시기 바랍니다.",10,0,0.0,0
10,"""          Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기         반갑습니다. 하이닥-네이버 지식iN 상담의 닥터초이 입니다.  영상답변드립니다. 감사합니다.  관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.""",1,1,1.0,1
