,answer,total_sents_num,ambiguous_sents_num,answer_ambiguity,key_sent_ambiguity
1,열이지속적으로나고 호흡기 증상이 동반되면하루이틀 지켜보시다가 계속되면  1339전화안내 받으시는것이 좋습니다,1,0,0.0,0
2,"""          Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기         반갑습니다. 하이닥-네이버 지식iN 상담의 닥터초이 입니다.  영상답변드립니다. 감사합니다.  관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.""",1,1,1.0,1
3,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 황인성 입니다. 현재 밝혀진 바로는 완치 되더라도 일정 기간 이후 다시 감염될 수 있다는 보고가 있습니다. 제 답변이 도움되셨길 바랍니다. 감사합니다.,5,0,0.0,0
4,괜찮으실것 같아요  너무 걱정하지 마세요  코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,4,1,0.25,0
5,"쾌차하세요         Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기접기/펴기``          ",8,1,0.125,0
6,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.증상만으로  구별이 안되는거는 잘아시죠?증상이 비교적 가벼우니 경과를 지켜보셔도 좋을것 같아요 ,4,1,0.25,0
7,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다. 코로나19 바이러스 감염과 관련된 질문과 궁금증이 많을 것입니다. 현재 증상만으로는 가능성이 떨어집니다. 경과 관찰이 필요합니다. 코로나19 감염여부와 상관없이 당분간 지속적으로 마스크와 손씻기를 해야합니다. 또한 건강한 사람의 경우 크게 문제되지 않으므로 수분 섭취, 영양섭취, 비타민이나 미네랄 보충 그리고 휴식과 수면을 통해 면역을 유지하도록 노력하시기 바랍니다.  ",7,0,0.0,0
8,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.증상 지속 하면 1339연락해 보세요.지시에 따르세요. ,4,0,0.0,0
9,천식이 있으면  감기걸리면   심해질수있어요강아지는괜찮을거같아요,2,0,0.0,0
10,열이 계속되면 독감일가능성이 더 높아요 중국관련이슈는 없으시죠?,2,0,0.0,0
11,안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이상민 입니다. 1. 일반 94KF 규격 마스크를 사용하시는 정도로 충분합니다.,3,0,0.0,0
