,answer,total_sents_num,ambiguous_sents_num,answer_ambiguity,key_sent_ambiguity
0,안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다.  Answer: 격리나 추가적인 검사를 받는 것은 있을 수 있으나 캐나다나 영국 및 미국을 입국하는 것은 별 문제가 없을 겁니다 다만 현재 미국은 작년 11월부터 계속해서 미국에 있었기때문에 재입국 시에 문제가 될 수도 있습니다                     ,4,2,0.5,1
1,"안녕하세요? 아하(Aha) 심리 상담 지식답변자 정신과전문의 최원석입니다.아무래도 시국이 시국이다 보니 이런 상황에서 불안하지 않을 사람이 없고 정부의 대책이 무능한 것만 같아 속상하실 수 있겠다는 생각은 듭니다..저는 그냥 제가 할 수 없는 것에 대해서는(제 능력 밖의 것에 대해서는)신경을 쓰지 않기로 했습니다.. 내가 정부의 대처에 대해 불만을 갖고 있다고 해도 내가 정부를 어찌할 수 있는 것도 아니고, 그렇다고 당장에 이민을 갈 수 있는 것도 아니기 때문에내가 거기에 신경을 계속 쓰면 쓸수록 나만 화가 나고 속이 상하지 바뀌는게 전혀 없으니 차라리 뉴스 보면서 속만 상하는 것보다 그냥 내 할 도리 했으면 되었다 하고 말아야 겠더라고요..가짜 뉴스가 판치는 세상에서 어떤게 진짜인지 가짜인지도 모르는 소식을 갖고 계속 불안해하고 힘들어하지는 마시고, 내가 마스크 하고 손씻기 잘하고 예방을 위해 최선을 다했다면 그걸로 님은 할 도리를 다 하신겁니다.. 대신 내 의견을 충분히 전달하고 싶다고 한다면, 국민청원이나 국민신문고 같은 곳을 통해 의견을 피력하실 필요는 있겠구요..",8,0,0.0,0
2,"Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기답변 드립니다         답변 드립니다",8,1,0.125,0
3,"안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다. 법무법인의 외국변호사들의 의견을 종합하여 알려 드립니다. 코로나 때문에 입국금지인 나라가 있잖아요 입국금지 나라가 어느나라인가요 ? 입국 가능한 나라하고 입국이 불가능한 나라 자세하게 알려주세요 Answer: 현재 외국인 입국금지 조치 시행중인 국가 및 지역은 149개입니다. 상세사항은 아래와 같습니다.나우루, 네팔, 뉴질랜드, 니우에, 대만, 동티모르, 라오스, 마셜제도, 마이크로네시아, 마카오, 말레이시아, 몰디브, 몽골, 바누아투, 베트남, 부탄, 브루나이, 사모아(단, 미국령 사모아는 하와이에서 14일간 체류 후 검진결과에 따라 14일간 격리조치), 솔로몬제도, 스리랑카, 싱가포르, 인도네시아, 일본, 쿡제도, 키리바시, 투발루, 통가, 파푸아뉴기니, 피지, 필리핀, 호주, 홍콩, 과테말라, 그레나다, 도미니카 공화국, 바하마, 벨리즈, 볼리비아, 브라질, 세인트루시아, 수리남, 아이티, 아르헨티나, 앤티가바부다, 에콰도르, 엘살바도르, 온두라스, 우루과이, 자메이카, 칠레, 캐나다, 코스타리카, 콜롬비아, 쿠바, 트리니다드토바고, 파나마, 파라과이, 페루, 그리스, 네덜란드, 노르웨이, 덴마크, 독일, 라트비아, 러시아, 루마니아, 룩셈부르크, 리투아니아, 리히텐슈타인, 몬테네그로, 몰도바, 벨기에, 보스니아 헤르체고비나, 북마케도니아, 불가리아, 사이프러스, 세르비아, 스웨덴, 스위스, 스페인, 슬로바키아, 아르메니아, 아이슬란드, 에스토니아, 오스트리아, 우즈베키스탄, 우크라이나, 이탈리아, 조지아, 체코, 카자흐스탄, 크로아티아, 키르키즈스탄, 타지키스탄, 터키, 투르크메니스탄, 포르투갈, 폴란드, 프랑스, 핀란드, 헝가리, 레바논, 리비아, 모로코, 바레인, 사우디, 아랍에미리트, 알제리, 오만, 요르단, 이라크, 이스라엘, 카타르, 쿠웨이트, 튀니지, 팔레스타인, 가나, 가봉, 감비아, 기니비사우, 나미비아, 나이지리아, 남수단, 남아프리카공화국, 니제르, 라이베리아, 르완다, 마다가스카르, 말라위, 모리셔스, 민주콩코, 보츠와나, 부르키나파소, 상투메프린시페, 세이셸, 수단, 앙골라, 에스와티니, 우간다, 적도기니, 차드, 카메룬, 케냐, 코모로, 코트디브아르, 콩고공화국, 토고이 외에 미얀마의 경우 한국 일부지역에 대하여 입국금지조치를 시행하고 있습니다. 한국의 대구 및 경북 지역, 중국 후베이성을 방문한 외국인은 미얀마 입국 금지입니다. 즉 총 150개 국가는 외국인 입국금지를 시행하고 있으며 앞서 말씀드린 국가들 외에 다른 국가들은 입국 시 자가격리 기간은 있으나 입국금지인 상황은 아닙니다. 상세한 내용은 전문가와 상의해 보시기 바랍니다.                     ",14,0,0.0,0
4,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.증상 지켜 보시고 증상 지속 하면1339나 보건고 연락해서 상담 해 보세요. ,3,0,0.0,0
5,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나 19 위기 단계가 심각단계로 격상되고 지역사회 전염환자가 발생하고 있습니다안타깝게도 증상만으로 코로나 감염을 알아낼수 없습니다대부분 감기몸살 증상이겠지만 증상이 심하거나 걱정이 많으신분들은 1339전화하셔서 안내 받으시면 됩니다,5,0,0.0,0
6,치료제개발은  복잡하고 시간도 많이 필요하고 비용도 많이 들어요개발하였다하더라도  효과도 검증해야하고부작용도  검증 받아야 하고안정성도 확인해야하고...비용이 너무 비싸도 대중화하기는 어렵겠지요?,4,0,0.0,0
7,아직까지는 알려진 바가 적지만그래도  가능성이 조금은 있을수있다고생각합니다,1,1,1.0,0
8,아마도  단순감기일 가능성이 높아요하지만 경과를 잘 지켜보셔야 합니다 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,5,0,0.0,0
9,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.가능성이 전혀없는 생각은 아니지만너무 불안해하실 필요없으십니다 지나친 불안감이 오히려 건강에 더 안좋습니다 어려운시기일 수록 마음을 굳게 먹어야 합니다지금이 바로 그때가 아닌가 싶습니다개인위생을 철저히 하면서 가벼운 운동은 해주시는 것이 좋을것 같습니다,6,1,0.167,1
