,answers,average_noun_counts,average_verb_counts
0, 번 확진자가 진주에 들렀다신종 코로나바이러스 번 확진자의 시댁이 진주라 진주 OO마트 등에도 들렀답니다지난 일 카카오톡 등 소셜미디어와 문자메시지 인터넷 커뮤니티 상에서 퍼진 글의 내용이다 포OO 인터내셔녈 OOO 부사장입니다라는 말로 시작하는 이 글은 광양사업장 협력업체 직원의 부인이 신종 코로나 확진자로 판정돼 보고한다는 내용을 담고 있다 이 글이 지칭하는 확진자는 번 확진자세 여성다 번 확진자는 남편과 함께 태국을 여행했다가 지난 월 일 귀국했다 그는 월 일께 증상이 나타나 광주 세기병원을 방문했고 월 일 전남대병원에서 격리돼 검사를 받았다 이 환자는 지난 일 오전 시 확진 판정이 났다  이런 가운데 번 확진자의 시가가 진주로 진주의 한 대형마트에 들렀다는 내용이 퍼졌다 사실검증 진주시 원 작성자는 시댁 진주 OO마트 들러 글 쓴 적 없어번 확진자 진주 방문설이 유포되자 경남도청 등은 사실관계 확인에 들어갔다 경남도청 관계자는 일 낮 시께 현재까지는 질병관리본부로부터 이와 관련해 통보를 받은 게 없다라고 말했다 일 오후 시 분 진주시 페이스북 공식계정은 게시물을 통해 번 확진자의 진주 방문설은 사실이 아니다라고 밝혔다 진주시 공보관실 SNS담당자는 해당 문구 최초 작성자인 기업체 부사장과 직접 통화했다라며 해당 문자메시지 작성 경위와 유포 과정에 대해 확인한 결과 일부 내용은 검증되지 않은 허위사실로 밝혀졌다라고 설명했다 이 관계자는 기업체 부사장은 신종 코로나바이러스 감염증 관련 안내 문자를 직원들에게 발송한 사실은 있지만 번 확진자의 시댁이 진주이고 진주 모 대형마트에 방문했다는 문구는 작성한 적이 없다고 말했다라고 부연했다 진주시는 페이스북 계정을 통해서도 번 확진자 진주 방문설은 게시글이 유포되는 과정에서 덧붙여진 것으로 최종 확인했다라면서 하지만 만에 하나 있을 상황에 대비해 질병관리본부에서 조사를 진행 중이다라고 밝혔다  대체로 사실 아님번 확진자의 시가가 진주고 진주 OO마트 등을 방문했다는 글에 대해 진주시가 직접 게시글의 원 작성자인 포OO 인터내셔널 부사장과 통화했고 원 작성자는 시댁이 진주인고 진주 모 대형마트에 방문했다는 문구를 쓴 적이 없다고 밝혔다는 점을 종합해 볼 때 일 문자메시지 등으로 퍼진 번 확진자 진주 방문설은 대체로 사실이 아니다 ,17.071428571428573,4.0
1, 평택 수건 가게 앞에서 방역복을 입은 사람들이 환자를 부축했다 검증내용 온라인 커뮤니티에 경기도 평택 지역의 신종 코로나 상황이라며 사진이 올라왔다 수건을 파는 상점 앞에서 방역복을 입은 사람들이 환자를 부축하는 모습이 담긴 사진이다 확인 결과 합성이었다 관할 보건소는 해당 지역에 조사 자체가 없었다고 밝혔다 업주가 신고함에 따라 경찰은 작성자에 대해 사실 확인에 나섰다이처럼 확인되지 않은 허위 사실의 유포는 단순 소동이나 혼란에 그치는 것이 아닌 처벌 대상이 될 수 있다 특히 이런 조작 사진 허위 정보들은 대부분 SNS나 온라인을 통해 유포되는데 정보통신망법은 년 이하 징역 또는 천만 원 이하 벌금형을 규정하고 있다   전혀 사실 아님  Powered by Froala Editor,8.625,2.375
2,가로세로연구소 유튜브 캡쳐지금 이 정권이요 임상정보를 공유를 안 해요 임상정보를 정부가 틀어쥐고 전문가들한테도 알리질 않습니다 중환자에 대해서 어떤 진료를 하고 있는지 그러니까 그런 거예요 지금 이 사람들이 의사들인데 소수의 그 이너서클 안에 있는 사람들만 그 정보에 접근하고 거기에 대해서 의견을 제시하고 가령 임상TF에서는 중앙임상위원회에서는 그 내용을 보고 있죠 그래서 어떤 약물을 가지고 어떤 치료를 할지 이런 거에 대한 지침도 만들기도 하고 해요 근데 그런 소수한테만 지금 임상정보가 공개되어 있다 정작 대한민국의 다른 수많은 의사들은 전혀 그 내용을 들여다보지 못해요월 일 대한의사협회가 정부에 임상정보 공유를 촉구하는 기자회견을 했습니다 해당 기자회견에서 나온 발언을 근거로 월 일 유튜브 채널 가로세로연구소에서는 정부가 임상정보를 틀어쥐고 일선 병원에 공유하지 않는다고 주장했습니다 중앙임상위원회를 소수의 이너서클로 표현하기도 했습니다 이 영상은 인터넷 커뮤니티를 중심으로 퍼져나갔습니다 임상정보 공유를 둘러싼 주장 사실인지 검증했습니다검증내용 임상정보 공유 요청했으나 정부는 답하지 않았다주장의 근거는 지난달 일에 열린 대한의사협회 기자회견입니다 최재욱 대한의사협회 과학검증위원장은 대한의사협회는 이미 정부에 수차례 공식적 또는 비공식적 경로를 통하여 이와 같은 임상 정보 공개와 공유의 필요성을 설명하고 공유를 요청했으나 정부는 여전히 이에 답을 주지 않습니다 라고 말했습니다 대한의사협회 관계자에게 확인한 결과 의사협회는 월 일과 일 두 차례 보건복지부에 임상정보 공유를 요청했다고 합니다 당시 보건복지부는 현재 시스템으로는 어렵다며 임상위원회를 통해 환자 정보 공유가 원활히 이뤄지도록 노력하겠다는 답변을 내놨습니다  임상정보 있으면서 주지 않는다국립중앙의료원 관계자는 병원은 환자를 치료하면 나이와 신체 조건 기저 질환 등의 임상 정보를 남기는데 병원마다 기록하는 시스템이 다르다며 병원별로 흩어진 임상 정보를 취합하기 위한 정부 차원의 통합시스템이 이미 마련돼 있긴 하지만 별도로 입력해야 하는 번거로움이 있다 고 말했습니다 일선 병원 측에서도 동일한 답변을 내놨습니다 더욱이 환자가 폭발적으로 늘어났던 대구 경북 의료진에게 임상정보를 따로 입력하라고 하기는 현실적으로 어려웠습니다 중앙임상위원회도 임상정보가 부족하다는 발언을 수차례합니다 지난달 일 기자회견에서 방지환 중앙감염병원 운영 센터장은 자료가 별로 없습니다 왜냐면 가장 환자가 많은 곳은 대구 경북이라는 것을 아실텐데 대구 경북에서 환자 자료를 입력할 만한 여력이 없다는 것을 여기 계신 분들은 인정할 겁니다라고 말했습니다 정기현 국립중앙의료원장도 물리적으로 정보 수집이 불가능한 상황이 벌어졌고 그렇다 보니 중앙임상위원회 자체도 데이터에 목말라 하고 있다고 말했습니다  자기들끼리만 공유한다중앙임상위원회는 전국 코로나  확진확자 치료 병원 의료진과 전문가로 구성된 기존의 코로나 중앙임상TF를 확대 개편한 일종의 의료진 네트위크입니다  국립중앙의료원 사이트에 올라온 보도자료를 보면 신종코로나를 치료하는 전문의는 누구나 참여할 수 있고 국립중앙의료원 관계자에 확인해보니 실제로도 그렇게 구성 운영되고 있었습니다 국립중앙의료원 월 일 보도자료 캡쳐중앙임상위원회에서 사용하는 임상 정보 입력 시스템인 eCRF 또한 확진 환자를 치료하는 의료기관이라면 누구나 입력하고 열람할 수 있습니다 그러나  인력 부족 등의 이유로 일선 병원의 임상정보가 모이지 않는다는 게 문제였습니다 취재 결과 지난 일 기준 현재수집된 코로나 확진자 임상 정보는 백여 건에 불과했습니다 정부도 이 같은 문제점을 알고 있습니다국립중앙의료원 월 일 보도자료 캡쳐코로나 확진 환자의 임상정보가 일선 병원에 잘 공유되지 있지 않는 건 맞습니다 하지만 정부가 정보를 쥐고 소수에게만 공유하는 것이 아닌 임상정보 공유 시스템 문제와 대구경북의 의료진의 부족 때문입니다 따라서 가로세로연구소 주장은 확진 환자 정보 공유를 촉구한 대한의사협회 기자회견을 보고 자의적인 해석을 덧붙인 것으로 대체로 사실이 아닙니다 다만 이런 허위정보가 나오는 맥락을 살펴봐야 할 필요가 있습니다 지난 년 메르스 사태 이후 정부는 감염병 확산에 효과적으로 대응하고 신종 감염병 임상 정보도 신속히 수집해 통합적으로 관리한다는 목적으로 중앙 감염병 전문병원 설립을 추진했습니다 지난 대선 당시 문재인 대통령도 공약으로 걸었습니다 그러나 설립은 사실상 무산된 상태입니다 박근혜 정부는 물론 현 정부도 예산 부족 등의 이유로 적극적으로 추진하지 않았습니다 우리 동네에 감염병 병원이 들어오면 안된다는 님비 현상도 발목을 잡았습니다 코로나 임상 정보를 수집하기 위해서는 일선 병원에 대한 인력 지원이 시급합니다 더 근본적인 대책은 메르스와 코로나의 교훈을 잊지 않고 중앙 감염병 전문병원을 지금이라도 다시 추진하는 거라고 감염병 전문가들은 말합니다  ,11.292682926829269,2.731707317073171
3, 최근 카카오톡을 중심으로 퍼지고 있는 글이다해당 글우한연구소로 파견되는 의 미국친구의 글입니다 꼭 많이 전달해주십시오그는 우한 폐렴 바이러스 연구로 가고 있습니다 방금 전화를 걸어ㅡ 감기에 걸렸을 때는 콧물과 가래가 있으며 코로나 바이러스 폐렴은 콧물이 없는 마른 기침이므로 새로운 유형의 코로나 바이러스 폐렴이다 이것이 가장 간단한 식별 방법이다 이런 의료 지식에 대해 더 많이 알면 예방에 도움이 될 것입니다이번에 우한 바이러스는 내열성이 아니며  도의 온도에서 죽습니다 따라서 따뜻한 물을 많이 마신다 친척들에게 더운 물을 마시도록 하면 예방할 수 있다 햇빛 아래로 가세요 찬물 특히 얼음물을 마시지 마세요 따뜻한 물을 마시는 것은 모든 바이러스에 효과적입니다 꼭 기억하십시오코로나 바이러스에 대한 의사의 조언  크기가 매우 크며 셀의 직경은 약 nm 모든 일반 마스크 N 기능뿐만 아니라도 이를 필터링 할 수 있습니다 그러나 감염된 사람이 당신 앞에서 재채기를하면 미터 멀리 떨어지니 조심하세요 바이러스가 금속 표면에 떨어지면  시간 이상 생존합니다 금속에 닿은 경우 비누로 손을 씻으십시오 바이러스는 옷에서  시간 동안 활성 상태를 유지할 수 있습니다 세탁 세제는 바이러스를 죽입니다 매일 씻을 필요가없는 겨울 옷의 경우 태양 아래서 두어 바이러스를 죽일 수 있습니다코로나 바이러스로 인한 폐렴 증상  목구멍을 먼저 감염시켜 목구멍이    일 동안 지속되는 건조한 인후통 느낌을 갖게됩니다 그러면 바이러스가 코액에 혼합되어 기관으로 흘러 들어가 폐로 들어가 폐렴을 일으킵니다 이 과정은  일이 소요됩니다 폐렴으로 고열과 호흡 곤란이 발생합니다 비강 혼잡은 정상적인 종류와 다릅니다 물에 빠진 것처럼 답답하게 느껴질 것입니다 이런 느낌이 든다면 즉시 의사의 진료를 받아야합니다예방에 관하여  감염되는 가장 일반적인 방법은 공개적으로 물건을 만지는 것이므로 손을 자주 씻어야합니다 바이러스는  분 동안 만 손에 살 수 있지만  분 동안 많은 일이 발생할 수 있습니다 눈을 비비거나 의도하지 않게 코를 만질 수 있음 손을 자주 씻는 것 외에도 Betadine Sore Throat Gargle로 가글 양치질을하여 목구멍에 있는 동안 세균을 제거하거나 최소화 할 수 있습니다 폐로 떨어지기 전따뜻한물 마시기 전달합니다 원문에서 실명이 공개된   씨와 접촉해 사실 관계를 확인했다 전문가들에게 권고 내용이 사실인지 자문을 구했다 검증 내용 글 출처의 진위 씨는 해외민간교류 기관 소속이었다 전화통화와 카카오톡 대화를 통해 글의 출처 등을 물었다  씨는 지난 일 미국에 있는 재미교포 친구가 보낸 글영문을 구글 번역기로 번역해 주변 사람들에게 보냈고 이후 카톡 등을 통해 확산하는 과정에서 내용이 일부 왜곡되고 본인의 실명이 공개됐다고 설명했다 실제로 해당 글이 국내에서 퍼지기 시작한 것은 일 이후다  씨는 글을 보낸 친구가 미국에서 활동하는 회계사라고 밝혔다 그러면서 그 친구가 직접 쓴 글이 아니라 미국에서 돌던 글을 받아 다시 보낸 것뿐이라고 말했다  씨에게서 영어 원문을 받아 검색했더니 지난달 말부터 중국 인도네시아 이탈리아 대만 등 전 세계에 이미 퍼져 있는 글로 확인됐다 권고 내용은 그대로인 채 소개 문구만 조금씩 달랐다 화학 전문가인 친구한테 받았다 사스 예방 연구소에 있는 홍콩 의사한테 받았다 등 전문가의 권위를 강조한다는 점은 공통적이었다 하지만 글의 출처에 대해 구체적이거나 새로운 설명은 없었다 해당 글은 국내 한 언론을 통해 기사화까지 됐다 기사에는 의사 사진이 걸려 있다 마치 글을 쓴 의사 같지만 확인 결과 감염병과는 관계가 없는 정형외과 의사였다 기사 링크 httpswwwanewsacomdetailphpnumberthreadr  각국에 퍼져 있는 글은 아래 링크 글 내용의 진위본문은 의사의 조언과 폐렴 증상 그리고 예방 이렇게 세 부분으로 나뉜다 의학적으로 검증된 사실과 확인되지 않았거나 거짓인 내용이 혼재돼 있다 폐렴 호흡곤란 등의 증상 손을 자주 씻어야 한다는 예방법은 사실이다 그러나 전문가 자문 결과 콧물이 나면 코로나가 아니라거나 온도 도에서 도면 죽는다는 등 허위 정보가 적지 않다 가글을 하라면서 글 말미에 등장하는 Betadine Sore Throat Gargle은 미국에서 실제로 판매하는 제품인 것으로 확인됐다 Betadine은 미국 퍼듀파마사Purdue Pharma가 생산하는 소독약 브랜드이다전문가 인터뷰 내용신형식  국립중앙의료원 감염내과 전문의 감염병센터장Q 맞는 정보인가A 의미 없다Q 콧물 흐르면 코로나 아니다A 허위정보다 일반적으로 목 아프고 호흡 증상 생기고 일주일 돼서 폐렴 생긴다 폐렴이 본격화하면 콧물 증상은 거의 없어지게 된다 그래서 나온 얘기 같다 콧물 증상은 중앙임상위원회에서 확인한 사실이다Q 바이러스 온도 도에서 죽는다 A 허위정보다Q 따뜻한 물 마시면 좋나A 뜨거운 물 어느 정도 온도로 마셔야 바이러스가 죽는다 이런 것 없다 그거 한다고 감염 안된다 말하긴 힘들다Q 햇빛 아래 가면 좋나A 지금 햇빛 아래 가도 도 이 정도 될 텐데 의미 있겠나Q 이 글 전반적인 평가는A 과학적 설득력이 거의 없다박홍준  서울특별시의사회 회장Q 코로나 바이러스 크기가 커서 일반 마스크로도 필터링 가능한가A 바이러스는 나노미터 억 분의  미터 단위로 잰다 작다 크다 얘기하는 것 자체가 의미가 없다 보건당국이 권하는 마스크를 사용해야 한다Q 가글 효과 있나A 입 안의 세균이나 바이러스 죽이는데 효과는 있지만 한계도 분명하다 가글 용액이 닿는 부위가 구강하고 인후목구멍는 닿지만 코 속이나 코 뒤쪽에 있는 점막에는 가글이 닿지 않기 때문에 그것으로써 모든 호흡기 부분을 막아낼 수는 없다  출처의 진위해당 글은 우한연구소로 파견되는 의 미국 친구가 쓴 글이 아니다   씨는 재미교포 친구가 미국에서 도는 글을 보내 준 것이고 그 친구는 의사도 아니고 우한으로 갈 일도 없다고 말했다 다만 해당 글의 최초 작성자가 누구인지는 확인되지 않았다  내용의 진위증상과 예방법 등을 담은 본문과 관련해 전문가들은 사실상 허위 정보에 가깝다고 말했다   ,8.372881355932204,3.305084745762712
4,군산 여덟번째 확진자 지난달 일 입국 후  목욕탕 방문신종코로나 목욕탕 물 통해서도 감염된다는 소문 돌아 탕에 얼굴 담그거나 물을 눈에 묻힐 경우 눈 점막 통해 전염될 수 있다검증내용 감염경로메르스나 사스처럼 비말침방울 등을 통해 호흡기 전파 감염증 환자 기침할 때 침이 눈 코 입 점막 침투하면 감염 감염증 환자 비말 묻은 사물 만진 뒤 눈 코 입 만져도 감염 가능성   목욕탕 물 통해 감염전문가들 목욕탕 물에 바이러스 잠복해 있다가 이용자 감염시킬 가능성 낮다고 진단목욕탕 자체가 습도와 온도가 높아 코로나 바이러스 생존 어렵기 때문신종 코로나바이러스 감염증이 목욕탕 물 통해 감염될 확률 극히 낮아다만 다중이용시설 방문 자제할 필요특히 목욕탕 탈의실 마스크 착용하지 않기 때문에  감염예방 취약 기침 재채기 하면 옷장 의자 세면대 등에 비말 묻을 가능성 높아,52.5,8.0
5,광주 전남대 버스 정류장에서 피 묻은 마스크가 발견돼 경찰 신고가 접수됐고 현재 관련 기관이 신종 코로나바이러스 검사를 하고 있다 검증내용 경찰 신고는 사실 보건 당국에 접수된 바 없어 경찰에 신고했다는 게시글은 사실로 볼 수 있다 정확히 말하자면 신고자는 에 신고를 했다 이는 전남대학교 주변 지역을 담당하는 광주 북부소방서와 광주 북부경찰서 용봉지구대 우산지구대를 통해 교차로 확인한 내용이다 당시 상황을 간략히 정리하자면 이렇다 신고자는 월 일 오후에 문자 서비스를 통해 신고했다 신고를 접수한 소방대원과 경찰은 현장에 출동했다 하지만 해당 마스크를 찾지는 못했다고 한다 문제가 된 버스 정류장과 그 주변 쓰레기통까지 모두 뒤졌지만 결국 마스크를 발견하지 못했고 접수된 신고 건은 특이사항 없음으로 처리됐다 마스크를 찾지 못했다는 게 개운치 않은 뒷맛을 남기지만 사진 속 마스크가 진짜인지 가짜인지 지금으로선 확인하기 힘들다 그럼 현재 검사가 진행 중이라는 게시글의 주장은 어떻게 되는 걸까 마스크를 발견하지 못해 관련 검사도 진행되지 않은 상황이다 혹시 몰라서 광주광역시청 재난대응과와 전남대 인근 북구보건소에 추가로 확인해봤지만 마스크 검사 의뢰나 의심환자 접수 건은 없었다 한마디로 검사가 진행 중이라는 주장의 근거가 없어 이 주장은 사실로 보기 어렵다 근데 이 대목에서 또 하나 궁금해지는 게 있다 사진 속 마스크처럼 상당량의 피가 묻으려면 각혈기침에 피가 섞여 나오는 증상을 의심해볼 수 있는데 신종 코로나바이러스가 이런 각혈 증상을 동반할 수 있을까 증상 악화로 폐렴이 심해지면 각혈도 가능신종 코로나바이러스에 감염되면 주로 발열 기침 호흡곤란 등의 증상이 나타난다 심해지면 호흡부전과 심한 폐렴 증상이 동반될 수 있다 감염 후 이틀에서 일 정도면 증상이 발현되는 것으로 추정된다 출처 질병관리본부 국립보건연구원그런데 폐렴이 꼭 신종 코로나바이러스로 인한 증상이라고 볼 수는 없다 다른 감염병이나 질병이 약화하면 면역력이 떨어져 폐렴에 걸리는 경우가 많기 때문이다 폐렴이 심해지면 각혈을 할 수 있다 이석원 질병관리본부 위기소통담당관은 이에 대해 코로나로 인해 폐렴이 심해져 각혈을 할 수도 있지만 다른 질병이 악화해 생기는 경우도 많다 코로나바이러스 증상 때문이라고 단정할 수는 없다고 설명했다 코로나바이러스로 인해 심한 폐렴에 걸린 환자가 각혈한 뒤 마스크를 버린 것으로 가정해볼 수도 있지만 그 정도의 중증이라면 병원 치료나 약국 처방을 통해 보건 당국에 의심환자로 등록됐을 것이다 하지만 앞서 기술한 것처럼 전남 지역에서 의심환자로 등록된 환자가 없어 가정의 신빙성은 낮다 피 묻은 마스크 괴담 이어질까피 묻은 마스크에 대한 공포는 이번이 처음이 아니다 이번 게시물이 나오기 직전엔 중국 국기가 그려진 마스크에 피가 묻어있는 사진과 함께 마트 화장실에 피 묻은 마스크가 있다 어디에 신고해야 하느냐는 내용의 글이 SNS와 인터넷 공간에서 큰 화제가 됐다 특히 해당 글에는 특정 지역의 이름과 마트 지도까지 첨부돼 있어 경남지방경찰청과 민원인들이 방송통신심의위원회에 심의요청을 하기도 했다 방심위는 심의 결과 신종코로나와 관련해 인터넷에 퍼지는 정보들이 단순 허위 사실을 넘어 국민의 불안감을 조성하고 사회 혼란을 야기한다며 해당 글의 삭제를 의결했다 사회 혼란을 야기하고 개연성 없는 정보를 퍼뜨릴 경우 정보통신에 관한 심의규정 제조선량한 풍속 기타 사회질서 위반 등에 따른 시정 요구 대상이 되기 때문이다이상로 방심위원은 당시 회의에서 오성홍기와 마스크 붉은 피는 의도적이고 연출한 흔적이 보인다고 평가했다전혀 사실 아님 Powered by Froala Editor,15.173913043478262,4.521739130434782
6,동대구역에서 신종 코로나 바이러스 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다 검증내용 동대구역에서 찍힌 사진과 함께 환자가 방역복을 입은 사람들을 피해 도주 중이라는 글이 SNS와 커뮤니티에서 급속도로 확산됐다 여기엔 신종 코로나 관련 모의훈련이라는 설명도 덧붙여졌다 확인 결과 역시 사실무근이었다 신고를 받고 출동한 경찰 확인 결과 유튜버 명이 환자가 발생한 것처럼 꾸며 촬영에 나선 것이었다 이들은 경각심을 주기 위한 취지였다고 설명했는데 문제는 방역복을 착용한 것이다 보건당국을 사칭한 걸로 볼 수 있기 때문이다 현행법은 공무집행을 방해할 경우 년 이하의 징역 천만 원 이하의 벌금에 처하도록 하고 있다 전혀 사실 아님 Powered by Froala Editor,8.5,3.125
7,검증방식 연구진이 올린 보고서 원문을 확인했다 해당 주장을 신뢰할 수 있는지 전문가들에게 자문을 구했다 다른 연구진이 단 보고서 댓글 전체를 분석했다 보고서 전문에 적힌 주장은 이렇다 nCoV에는 다른 코로나 바이러스에 존재하지 않는 스파이크당 단백질 개의 삽입물을 발견했다 개의 삽입물 모두 HIV의 아미노산과 동일성 또는 유사성을 갖는다얼마나 유사한지 비교하기 위해 논문에 적힌 nCoV 유전자의 단백질 아미노산 서열 개를 확인했다 HIV 단백질과 유사하다고 연구진이 주장한 개 구간을 비교했다 개 구간은 TNGTKR HKNNKS으로 HIV 단백질 염기 서열과 순서와 알파벳아미노산 모두 일치했다 하지만 다른 개 구간은 일치하지 않았다 해당 구간은 nCoV의 경우 RSYL   TPGDSSSG QTNSPRRA이었고 HIV는 RTYLFNETRGNSSSG QTNSSILMQRSNFKGPRRA이다 첫 번째 RSYL로 시작하는 염기 서열의 경우 HIV와 일치하는 건 개 알파벳아미노산 중 개로 개가 일치하지 않았다 두 번째의 QTNS로 시작하는 염기 서열의 경우 HIV와 일치하는 건 개 알파벳아미노산 중 개로 개가 일치하지 않았다 결론적으로 nCoV의 단백질 서열 개 중 HIV와 일치하는 건 자리 곳뿐이다 개수로만 치면 전체의 에 불과하다이근화 제주대 의대 미생물학과 교수는 이 두 바이러스가 아주 짧은 세그먼트서열를 가지고 있기 때문에 이 세그먼트를 가지고 있다고 해서 HIV와 유사하다고 볼 수는 없다라고 판단했다 김우주 고려대 구로병원 감염내과 교수 역시 에이즈 바이러스와 신종 코로나 바이러스는 전혀 다른 바이러스라고 밝혔다보고서에는 오타도 있었다 corona코로나 바이러스를 cornona코노나 corono코로노라고 적기도 했다 혹시 코노나 바이러스나 코로노 바이러스가 실제로 있는지 확인하기 위해 전문가에게 자문을 구했지만 오타라는 답을 들었다 이재갑 한림대 성심병원 감염내과 교수는 이런 오타는 절대 나오면 안 되는 오타라며 너무 급하게 논문 내느라고 실수한 것 같다라고 평가했다보고서를 게재한 사이트는 공지사항에서 해당 보고서를 뉴스에서 확립된 정보로 보도해서 안 된다라고 경고했다 보고서 밑에 다른 연구진 등이 달 수 있는 댓글 창에는 인간도 야채와 같은 단백질을 엄청나게 많이 갖고 있다 전혀 놀랍지 않다 완전히 나쁜 인용이다 공포증을 유발해 대중에게 해롭다는 의견 등 대다수 댓글이 비판 내용이었다 해당 보고서는 결국 게재 이틀 만에 저자에 의해 철회됐다해당 연구는 신종 코로나 바이러스와 HIV가 아주 극히 일부가 일치한다는 하나의 발견일 뿐 완벽히 검증되지 않은 예비 보고서일 뿐이다 현재로서 사실로 명확히 입증되지 않았을 뿐 아니라 충분히 연구가 진행되지 않은 주장일 뿐이다 그러므로 신종 코로나바이러스는 에이즈와 유사하다 라는 주장은 대체로 사실이 아니다,8.296296296296296,2.1481481481481484
8,갑자기 고꾸라지는 감염자 영상 사실이다영상 출처 추적 및 전문가 취재검증 내용SBS뉴스 화면 고꾸라지는 감염자 영상 마스크를 쓴 한 남성 중심을 잃고 갑자기 앞으로 고꾸라진다 사람들이 일으켜 세우지만 정신을 못 차린다 신종 코로나 감염자라며 인터넷에 떠도는 영상이다  영상이 퍼진 과정을 추적해봤다 월 일 영상 게시한 트위터 월 일 인도네시아 iNews 영상  월 일 고꾸라지는 감염자 유튜브 영상 지난 일 한 트위터 계정에서 시작한 것으로 보인다 인도네시아의 한 방송사에서 이 영상을 소개했는데 국내에서는 외신에서도 보도됐다며 재인용 돼 급속도로 퍼졌다 영상 게시자한테 연락을 시도해봤지만 답은 없었다다만 인도네시아 방송국은 영상을 유튜브에서 내렸고 해외 유력 언론도 보도하지 않고 있다 의사들은 신종 코로나 감염자가 영상처럼 쓰러지는 경우는 드물다는 쪽이다 천은미 이대목동병원 호흡기내과 교수는 발열이 나고 점점 진행하는 과정에서 갑자기 쓰러질 수는 없거든요 패혈증으로 의식이 없어서 쓰러지는 경우라든지 아니면 뭐 심장마비나 그런 경우가 아니라면라고 말했다SBS뉴스 화면 눈으로도 감염 영상 이번에는 우한에 사는 한 남성이 만든 동영상이다 국내 조회 수 백만 환자를 쳐다만 봐도 전염된다는 괴담이 퍼진다 당시에 치료하던 의사가 보호 안경을 쓰지 않아 감염됐다는 현지 보도도 있었다 실제로는 확진자의 비말이 눈의 점막에 닿으면 감염될 수 있다는 뜻이었는데 이 남성이 눈으로도 전파된다고 말하면서 와전된 것으로 보인다SBS뉴스 화면 박쥐 먹는 중국인 영상 중국인이 박쥐를 먹는 영상이다 신종 코로나가 박쥐에서 시작됐다 중국인들이 즐겨 먹어서 그렇다는 식으로 소문이 났다 그런데 이 영상은 한 중국인이 년 전 서태평양 팔라우에서 촬영한 것이다 신종 코로나와는 무관하다대체로 사실 아님Powered by Froala Editor,8.666666666666666,3.111111111111111
9,A형이 코로나에 가장 취약하고 O형이 상대적으로 강하다검증내용연구 결과 토대로 했으니 믿을만하다관련 내용은 일 오후 국내 한 일간지가 처음으로 보도하면서 본격적으로 알려졌다 이후 여러 매체가 기사를 쏟아내며 관련 글 유포도 급격하게 늘어난 분위기다하지만 기사에 소개된 연구는 까다로운 을 거쳐 학술지에 게재된 정식 논문이 아니다 해당 연구결과가 게시된 곳은 medRxiv라는 사전 논문 사이트다게시된 보고서에는 아직 평가와 검토를 받은 내용이 아니기 때문에 연구 내용을 실제 임상에서 적용해선 안 된다는 경고문구가 명시돼 있다 해당 연구를 진행한 연구진은 보고서에서 이 가설hypothesis을 입증하기 위해 직접적인 연구가 필요하다 다른 메커니즘도 있을 수 있다고도 덧붙였다아직 가설인 내용이 언론 보도를 통해 정식 논문으로 공신력 있는 연구결과로 탈바꿈한 셈이다 해당 결과는 어떻게 도출된 걸까연구는 코로나 발원지로 알려진 우한시와 선전에 있는 병원 곳에서 코로나 확진 판정을 받은 환자 명의 혈액형 패턴을 통계에 근거해 조사한 결과다 우한시 진인탄 병원에 있는 확진자 천명의 혈액형 분포를 명의 일반인 혈액형 분포도와 비교해 따져봤더니 A형이 로 일반인의 A형 분포도인 보다 높았고 O형은 로 일반인 O형 분포도인 보다 유의미하게 낮았다고 분석했다 다른 두 곳에 대한 결과도 비슷한 패턴을 보였다는 설명이다대체로 사실 아님전문가 그룹에서 참고할만한 내용이긴 하나 아직 정식 논문 내용도 아니고 과학적 근거가 많이 부족한 상황이다 추가 연구가 필요하다는 점은 연구자 스스로도 인정했다 다만 일말의 가능성을 고려해 대체로 사실이 아닌 것으로 판정한다 이 내용을 과신한 나머지 개인위생에 소홀해져선 안 된다는 게 전문가들의 공통된 지적이다,12.846153846153847,3.230769230769231
